TOT,NaCl,pH,pKa
0.275,23.376,7.5,6.882769705
0.275,29.22,7.5,6.839197067
0.275,35.064,7.5,6.788388211
0.275,40.908,7.5,6.730423291
0.275,46.752,7.5,6.705376716
0.275,52.596,7.5,6.748404435
0.275,58.44,7.5,6.798475712
0.3,5.844,7.5,7.110559564
0.3,11.688,7.5,6.943573489
0.3,17.532,7.5,6.912518112
0.3,23.376,7.5,6.874545096
0.3,29.22,7.5,6.829320517
0.3,35.064,7.5,6.776791056
0.3,40.908,7.5,6.717066478
0.3,46.752,7.5,6.713992439
0.3,52.596,7.5,6.758435717
0.3,58.44,7.5,6.809695454
0.325,5.844,7.5,7.109347507
0.325,11.688,7.5,6.937995012
0.325,17.532,7.5,6.905518258
0.325,23.376,7.5,6.865961072
0.325,29.22,7.5,6.819051185
0.325,35.064,7.5,6.764773435
0.325,40.908,7.5,6.703267664
0.325,46.752,7.5,6.722904988
0.325,52.596,7.5,6.768699249
0.325,58.44,7.5,6.821081506
0.35,5.844,7.5,7.107582698
0.35,11.688,7.5,6.932137806
0.35,17.532,7.5,6.898187776
0.35,23.376,7.5,6.857006852
0.35,29.22,7.5,6.808378932
0.35,35.064,7.5,6.752326158
0.35,40.908,7.5,6.692072306
0.35,46.752,7.5,6.732097522
0.35,52.596,7.5,6.779177885
0.35,58.44,7.5,6.832616594
0.375,5.844,7.5,7.105246503
0.375,11.688,7.5,6.925987779
0.375,17.532,7.5,6.89051497
0.375,23.376,7.5,6.847671601
0.375,29.22,7.5,6.797293635
0.375,35.064,7.5,6.739440224
0.375,40.908,7.5,6.700075169
0.375,46.752,7.5,6.741553151
0.375,52.596,7.5,6.789854506
0.375,58.44,7.5,6.844283609
0.4,5.844,7.5,7.102318977
0.4,11.688,7.5,6.919531334
0.4,17.532,7.5,6.882488168
0.4,23.376,7.5,6.837944435
0.4,29.22,7.5,6.785785235
0.4,35.064,7.5,6.726106886
0.4,40.908,7.5,6.708388929
0.4,46.752,7.5,6.751254954
0.4,52.596,7.5,6.80071206
0.4,58.44,7.5,6.856065672
0.425,5.844,7.5,6.944183484
0.425,11.688,7.5,6.912755227
0.425,17.532,7.5,6.87409569
0.425,23.376,7.5,6.82781444
0.425,29.22,7.5,6.773843778
0.425,35.064,7.5,6.712317718
0.425,40.908,7.5,6.716996805
0.425,46.752,7.5,6.761186017
0.425,52.596,7.5,6.811733606
0.425,58.44,7.5,6.867946181
0.45,5.844,7.5,6.938553956
0.45,11.688,7.5,6.905646449
0.45,17.532,7.5,6.865325818
0.45,23.376,7.5,6.817270696
0.45,29.22,7.5,6.761459474
0.45,35.064,7.5,6.698064676
0.45,40.908,7.5,6.725881995
0.45,46.752,7.5,6.771329459
0.45,52.596,7.5,6.822902364
0.45,58.44,7.5,6.879908873
0.475,5.844,7.5,6.932635913
0.475,11.688,7.5,6.898192131
0.475,17.532,7.5,6.856166794
0.475,23.376,7.5,6.80630231
0.475,29.22,7.5,6.748622759
0.475,35.064,7.5,6.695022088
0.475,40.908,7.5,6.735027694
0.475,46.752,7.5,6.781668472
0.475,52.596,7.5,6.83420176
0.475,58.44,7.5,6.891937875
0.5,5.844,7.5,6.926414038
0.5,11.688,7.5,6.890379478
0.5,17.532,7.5,6.846606819
0.5,23.376,7.5,6.794898467
0.5,29.22,7.5,6.735324362
0.5,35.064,7.5,6.703046256
0.5,40.908,7.5,6.74441712
0.5,46.752,7.5,6.792186361
0.5,52.596,7.5,6.845615477
0.5,58.44,7.5,6.904017753
0.025,5.844,7.6,7.094803526
0.025,11.688,7.6,7.108491059
0.025,17.532,7.6,7.110226212
0.025,23.376,7.6,6.947382091
0.025,29.22,7.6,6.91827927
0.025,35.064,7.6,6.8829792
0.025,40.908,7.6,6.841189225
0.025,46.752,7.6,6.792854348
0.025,52.596,7.6,6.73803225
0.025,58.44,7.6,6.699493057
0.05,5.844,7.6,7.097737951
0.05,11.688,7.6,7.109975283
0.05,17.532,7.6,7.108749758
0.05,23.376,7.6,6.94189354
0.05,29.22,7.6,6.91147921
0.05,35.064,7.6,6.87473019
0.05,40.908,7.6,6.83141353
0.05,46.752,7.6,6.781503858
0.05,52.596,7.6,6.725076891
0.05,58.44,7.6,6.708370181
0.075,5.844,7.6,7.100681962
0.075,11.688,7.6,7.110949107
0.075,17.532,7.6,7.106665512
0.075,23.376,7.6,6.936138373
0.075,29.22,7.6,6.904367098
0.075,35.064,7.6,6.866138046
0.075,40.908,7.6,6.821270175
0.075,46.752,7.6,6.769765284
0.075,52.596,7.6,6.711716695
0.075,58.44,7.6,6.717615499
0.1,5.844,7.6,7.103445992
0.1,11.688,7.6,7.111383649
0.1,17.532,7.6,7.1039612
0.1,23.376,7.6,6.930103503
0.1,29.22,7.6,6.896933312
0.1,35.064,7.6,6.857194432
0.1,40.908,7.6,6.8107515
0.1,46.752,7.6,6.757631643
0.1,52.596,7.6,6.697945594
0.1,58.44,7.6,6.727212904
0.125,5.844,7.6,7.105904922
0.125,11.688,7.6,7.111256342
0.125,17.532,7.6,7.100623868
0.125,23.376,7.6,6.92377672
0.125,29.22,7.6,6.889168468
0.125,35.064,7.6,6.847891066
0.125,40.908,7.6,6.799849902
0.125,46.752,7.6,6.745096096
0.125,52.596,7.6,6.69521409
0.125,58.44,7.6,6.737146046
0.15,5.844,7.6,7.107973451
0.15,11.688,7.6,7.110548455
0.15,17.532,7.6,6.94678496
0.15,23.376,7.6,6.917146497
0.15,29.22,7.6,6.881063354
0.15,35.064,7.6,6.838219715
0.15,40.908,7.6,6.78855786
0.15,46.752,7.6,6.732151982
0.15,52.596,7.6,6.703813485
0.15,58.44,7.6,6.747398338
0.175,5.844,7.6,7.109591547
0.175,11.688,7.6,7.109243365
0.175,17.532,7.6,6.94120332
0.175,23.376,7.6,6.910201833
0.175,29.22,7.6,6.872608889
0.175,35.064,7.6,6.828172197
0.175,40.908,7.6,6.776867957
0.175,46.752,7.6,6.718792855
0.175,52.596,7.6,6.712775867
0.175,58.44,7.6,6.757952967
0.2,5.844,7.6,7.11071545
0.2,11.688,7.6,7.107325318
0.2,17.532,7.6,6.935344869
0.2,23.376,7.6,6.902932136
0.2,29.22,7.6,6.863796095
0.2,35.064,7.6,6.817740395
0.2,40.908,7.6,6.764772912
0.2,46.752,7.6,6.705012524
0.2,52.596,7.6,6.722084951
0.2,58.44,7.6,6.768792901
0.225,5.844,7.6,7.1113119
0.225,11.688,7.6,7.10477853
0.225,17.532,7.6,6.9291958
0.225,23.376,7.6,6.895327121
0.225,29.22,7.6,6.854616078
0.225,35.064,7.6,6.806916272
0.225,40.908,7.6,6.752265618
0.225,46.752,7.6,6.691110087
0.225,52.596,7.6,6.731724269
0.225,58.44,7.6,6.779900912
0.25,5.844,7.6,7.111354314
0.25,11.688,7.6,7.101586507
0.25,17.532,7.6,6.922743182
0.25,23.376,7.6,6.887376741
0.25,29.22,7.6,6.84506002
0.25,35.064,7.6,6.795691892
0.25,40.908,7.6,6.739339179
0.25,46.752,7.6,6.69944226
0.25,52.596,7.6,6.741677166
0.25,58.44,7.6,6.791259595
0.275,5.844,7.6,7.110820171
0.275,11.688,7.6,6.946171089
0.275,17.532,7.6,6.915974762
0.275,23.376,7.6,6.879071132
0.275,29.22,7.6,6.83511918
0.275,35.064,7.6,6.784059456
0.275,40.908,7.6,6.72598695
0.275,46.752,7.6,6.708133026
0.275,52.596,7.6,6.751926816
0.275,58.44,7.6,6.802851401
0.3,5.844,7.6,7.109689188
0.3,11.688,7.6,6.940492761
0.3,17.532,7.6,6.908878811
0.3,23.376,7.6,6.870400573
0.3,29.22,7.6,6.824784906
0.3,35.064,7.6,6.772011327
0.3,40.908,7.6,6.712202585
0.3,46.752,7.6,6.717165942
0.3,52.596,7.6,6.762456235
0.3,58.44,7.6,6.814658666
0.325,5.844,7.6,7.107941999
0.325,11.688,7.6,6.934526844
0.325,17.532,7.6,6.901444007
0.325,23.376,7.6,6.861355465
0.325,29.22,7.6,6.814048652
0.325,35.064,7.6,6.759540075
0.325,40.908,7.6,6.697980077
0.325,46.752,7.6,6.726524428
0.325,52.596,7.6,6.773248296
0.325,58.44,7.6,6.826663654
0.35,5.844,7.6,7.105559184
0.35,11.688,7.6,6.92825875
0.35,17.532,7.6,6.893659341
0.35,23.376,7.6,6.851926313
0.35,29.22,7.6,6.802901998
0.35,35.064,7.6,6.74663852
0.35,40.908,7.6,6.695246259
0.35,46.752,7.6,6.736191774
0.35,52.596,7.6,6.784285755
0.35,58.44,7.6,6.838848599
0.375,5.844,7.6,7.102520519
0.375,11.688,7.6,6.921674758
0.375,17.532,7.6,6.885514046
0.375,23.376,7.6,6.842103728
0.375,29.22,7.6,6.79133669
0.375,35.064,7.6,6.733299771
0.375,40.908,7.6,6.703675624
0.375,46.752,7.6,6.746151148
0.375,52.596,7.6,6.795551281
0.375,58.44,7.6,6.851195753
0.4,5.844,7.6,6.945539682
0.4,11.688,7.6,6.914761824
0.4,17.532,7.6,6.876997547
0.4,23.376,7.6,6.831878437
0.4,29.22,7.6,6.77934467
0.4,35.064,7.6,6.719517282
0.4,40.908,7.6,6.712443328
0.4,46.752,7.6,6.75638561
0.4,52.596,7.6,6.807027485
0.4,58.44,7.6,6.86368744
0.425,5.844,7.6,6.939760849
0.425,11.688,7.6,6.907507425
0.425,17.532,7.6,6.868099431
0.425,23.376,7.6,6.821241297
0.425,29.22,7.6,6.766918121
0.425,35.064,7.6,6.7052849
0.425,40.908,7.6,6.721532686
0.425,46.752,7.6,6.766878133
0.425,52.596,7.6,6.818696962
0.425,58.44,7.6,6.876306108
0.45,5.844,7.6,6.933683019
0.45,11.688,7.6,6.899899441
0.45,17.532,7.6,6.858809424
0.45,23.376,7.6,6.810183325
0.45,29.22,7.6,6.754049515
0.45,35.064,7.6,6.691216238
0.45,40.908,7.6,6.730926935
0.45,46.752,7.6,6.777611626
0.45,52.596,7.6,6.83054233
0.45,58.44,7.6,6.889034392
0.475,5.844,7.6,6.927290751
0.475,11.688,7.6,6.89192607
0.475,17.532,7.6,6.849117391
0.475,23.376,7.6,6.798695728
0.475,29.22,7.6,6.740731661
0.475,35.064,7.6,6.69939344
0.475,40.908,7.6,6.740609236
0.475,46.752,7.6,6.788568958
0.475,52.596,7.6,6.842546277
0.475,58.44,7.6,6.901855166
0.5,5.844,7.6,6.920569468
0.5,11.688,7.6,6.883575758
0.5,17.532,7.6,6.839013337
0.5,23.376,7.6,6.786769949
0.5,29.22,7.6,6.726957762
0.5,35.064,7.6,6.707905832
0.5,40.908,7.6,6.750562695
0.5,46.752,7.6,6.799732998
0.5,52.596,7.6,6.854691608
0.5,58.44,7.6,6.914751608
0.025,5.844,7.7,7.094950298
0.025,11.688,7.7,7.108581626
0.025,17.532,7.7,7.110163063
0.025,23.376,7.7,6.947173525
0.025,29.22,7.7,6.918035031
0.025,35.064,7.7,6.882702478
0.025,40.908,7.7,6.840887179
0.025,46.752,7.7,6.792536023
0.025,52.596,7.7,6.73770733
0.025,58.44,7.7,6.699697531
0.05,5.844,7.7,7.098046399
0.05,11.688,7.7,7.110103158
0.05,17.532,7.7,7.108558555
0.05,23.376,7.7,6.941460668
0.05,29.22,7.7,6.910974853
0.05,35.064,7.7,6.874162925
0.05,40.908,7.7,6.830798878
0.05,46.752,7.7,6.78086057
0.05,52.596,7.7,6.724424605
0.05,58.44,7.7,6.708805238
0.075,5.844,7.7,7.101129539
0.075,11.688,7.7,7.111054987
0.075,17.532,7.7,7.106280406
0.075,23.376,7.7,6.935464856
0.075,29.22,7.7,6.903587011
0.075,35.064,7.7,6.865267181
0.075,40.908,7.7,6.820333444
0.075,46.752,7.7,6.768791691
0.075,52.596,7.7,6.710735995
0.075,58.44,7.7,6.718307884
0.1,5.844,7.7,7.103989619
0.1,11.688,7.7,7.111404279
0.1,17.532,7.7,7.103315845
0.1,23.376,7.7,6.929172705
0.1,29.22,7.7,6.895862326
0.1,35.064,7.7,6.856007794
0.1,40.908,7.7,6.809484397
0.1,46.752,7.7,6.756323766
0.1,52.596,7.7,6.696636866
0.1,58.44,7.7,6.728190012
0.125,5.844,7.7,7.10648965
0.125,11.688,7.7,7.111125847
0.125,17.532,7.7,7.099651751
0.125,23.376,7.7,6.92257196
0.125,29.22,7.7,6.887791999
0.125,35.064,7.7,6.846377474
0.125,40.908,7.7,6.798245399
0.125,46.752,7.7,6.743451376
0.125,52.596,7.7,6.696198918
0.125,58.44,7.7,6.738435928
0.15,5.844,7.7,7.108537184
0.15,11.688,7.7,7.110199209
0.15,17.532,7.7,6.945511141
0.15,23.376,7.7,6.915651267
0.15,29.22,7.7,6.87936755
0.15,35.064,7.7,6.83636909
0.15,40.908,7.7,6.786610273
0.15,46.752,7.7,6.73016933
0.15,52.596,7.7,6.70507093
0.15,58.44,7.7,6.749029692
0.175,5.844,7.7,7.11006773
0.175,11.688,7.7,7.108606564
0.175,17.532,7.7,6.939660062
0.175,23.376,7.7,6.908399989
0.175,29.22,7.7,6.87058076
0.175,35.064,7.7,6.825975664
0.175,40.908,7.7,6.774573024
0.175,46.752,7.7,6.716472699
0.175,52.596,7.7,6.71433239
0.175,58.44,7.7,6.759955106
0.2,5.844,7.7,7.111034646
0.2,11.688,7.7,7.106331376
0.2,17.532,7.7,6.933514256
0.2,23.376,7.7,6.900808068
0.2,29.22,7.7,6.86142364
0.2,35.064,7.7,6.81519038
0.2,40.908,7.7,6.762127863
0.2,46.752,7.7,6.702356842
0.2,52.596,7.7,6.723967581
0.2,58.44,7.7,6.771195714
0.225,5.844,7.7,7.111402735
0.225,11.688,7.7,7.103357363
0.225,17.532,7.7,6.927060009
0.225,23.376,7.7,6.892865911
0.225,29.22,7.7,6.851888404
0.225,35.064,7.7,6.804006596
0.225,40.908,7.7,6.749269237
0.225,46.752,7.7,6.692818472
0.225,52.596,7.7,6.733960588
0.225,58.44,7.7,6.782734804
0.25,5.844,7.7,7.111144042
0.25,11.688,7.7,7.099667763
0.25,17.532,7.7,6.920284695
0.25,23.376,7.7,6.884564312
0.25,29.22,7.7,6.84196746
0.25,35.064,7.7,6.792417863
0.25,40.908,7.7,6.735991856
0.25,46.752,7.7,6.701462493
0.25,52.596,7.7,6.744295294
0.25,58.44,7.7,6.794555415
0.275,5.844,7.7,7.110235024
0.275,11.688,7.7,6.943792951
0.275,17.532,7.7,6.913176552
0.275,23.376,7.7,6.875894388
0.275,29.22,7.7,6.831653406
0.275,35.064,7.7,6.780417947
0.275,40.908,7.7,6.722290728
0.275,46.752,7.7,6.710491133
0.275,52.596,7.7,6.754955371
0.275,58.44,7.7,6.80664035
0.3,5.844,7.7,7.108654589
0.3,11.688,7.7,6.937796806
0.3,17.532,7.7,6.905724518
0.3,23.376,7.7,6.866847532
0.3,29.22,7.7,6.820939033
0.3,35.064,7.7,6.768000854
0.3,40.908,7.7,6.708161191
0.3,46.752,7.7,6.719888438
0.3,52.596,7.7,6.765924277
0.3,58.44,7.7,6.818972194
0.325,5.844,7.7,7.106382709
0.325,11.688,7.7,6.931493555
0.325,17.532,7.7,6.897918094
0.325,23.376,7.7,6.857415389
0.325,29.22,7.7,6.809817345
0.325,35.064,7.7,6.755160865
0.325,40.908,7.7,6.693598943
0.325,46.752,7.7,6.729638297
0.325,52.596,7.7,6.777185269
0.325,58.44,7.7,6.83153334
0.35,5.844,7.7,7.103399417
0.35,11.688,7.7,6.924869106
0.35,17.532,7.7,6.889747248
0.35,23.376,7.7,6.847589837
0.35,29.22,7.7,6.798281571
0.35,35.064,7.7,6.741892562
0.35,40.908,7.7,6.697974009
0.35,46.752,7.7,6.739724437
0.35,52.596,7.7,6.788721402
0.35,58.44,7.7,6.84430602
0.375,5.844,7.7,7.099684067
0.375,11.688,7.7,6.917910411
0.375,17.532,7.7,6.881202335
0.375,23.376,7.7,6.837362981
0.375,29.22,7.7,6.78632519
0.375,35.064,7.7,6.728190867
0.375,40.908,7.7,6.706777506
0.375,46.752,7.7,6.750130418
0.375,52.596,7.7,6.800515551
0.375,58.44,7.7,6.857272338
0.4,5.844,7.7,6.942015695
0.4,11.688,7.7,6.910605259
0.4,17.532,7.7,6.872274046
0.4,23.376,7.7,6.826727162
0.4,29.22,7.7,6.773941965
0.4,35.064,7.7,6.714051074
0.4,40.908,7.7,6.715945221
0.4,46.752,7.7,6.760839637
0.4,52.596,7.7,6.812550429
0.4,58.44,7.7,6.87041432
0.425,5.844,7.7,6.935867189
0.425,11.688,7.7,6.90294212
0.425,17.532,7.7,6.862953373
0.425,23.376,7.7,6.815674965
0.425,29.22,7.7,6.76112597
0.425,35.064,7.7,6.699468886
0.425,40.908,7.7,6.725460866
0.425,46.752,7.7,6.771835327
0.425,52.596,7.7,6.82480861
0.425,58.44,7.7,6.883713952
0.45,5.844,7.7,6.929398536
0.45,11.688,7.7,6.894910018
0.45,17.532,7.7,6.853231585
0.45,23.376,7.7,6.804199241
0.45,29.22,7.7,6.747871624
0.45,35.064,7.7,6.694600051
0.45,40.908,7.7,6.735308029
0.45,46.752,7.7,6.783100577
0.45,52.596,7.7,6.837272568
0.45,58.44,7.7,6.897153242
0.475,5.844,7.7,6.922595213
0.475,11.688,7.7,6.886498446
0.475,17.532,7.7,6.843100223
0.475,23.376,7.7,6.792293133
0.475,29.22,7.7,6.734173734
0.475,35.064,7.7,6.703185459
0.475,40.908,7.7,6.745470174
0.475,46.752,7.7,6.79461834
0.475,52.596,7.7,6.849924702
0.475,58.44,7.7,6.910714269
0.5,5.844,7.7,6.915443699
0.5,11.688,7.7,6.877697294
0.5,17.532,7.7,6.832551102
0.5,23.376,7.7,6.779950105
0.5,29.22,7.7,6.720027528
0.5,35.064,7.7,6.712131204
0.5,40.908,7.7,6.755930645
0.5,46.752,7.7,6.806371458
0.5,52.596,7.7,6.862747388
0.5,58.44,7.7,6.924379247
0.025,5.844,7.8,7.095078778
0.025,11.688,7.8,7.108659624
0.025,17.532,7.8,7.110106571
0.025,23.376,7.8,6.946995767
0.025,29.22,7.8,6.917827734
0.025,35.064,7.8,6.882468735
0.025,40.908,7.8,6.840633381
0.025,46.752,7.8,6.79227002
0.025,52.596,7.8,6.737437345
0.025,58.44,7.8,6.699867233
0.05,5.844,7.8,7.098315268
0.05,11.688,7.8,7.110210134
0.05,17.532,7.8,7.108386227
0.05,23.376,7.8,6.941091714
0.05,29.22,7.8,6.910546965
0.05,35.064,7.8,6.873684207
0.05,40.908,7.8,6.830283095
0.05,46.752,7.8,6.780323899
0.05,52.596,7.8,6.723883604
0.05,58.44,7.8,6.709167228
0.075,5.844,7.8,7.101516218
0.075,11.688,7.8,7.111136214
0.075,17.532,7.8,7.105932247
0.075,23.376,7.8,6.934890841
0.075,29.22,7.8,6.902925612
0.075,35.064,7.8,6.864533056
0.075,40.908,7.8,6.819548545
0.075,46.752,7.8,6.767980878
0.075,52.596,7.8,6.709924173
0.075,58.44,7.8,6.718885474
0.1,5.844,7.8,7.104452905
0.1,11.688,7.8,7.111401416
0.1,17.532,7.8,7.102731753
0.1,23.376,7.8,6.928379629
0.1,29.22,7.8,6.894955019
0.1,35.064,7.8,6.855008733
0.1,40.908,7.8,6.808424376
0.1,46.752,7.8,6.755236569
0.1,52.596,7.8,6.695555657
0.1,58.44,7.8,6.72900728
0.125,5.844,7.8,7.106977696
0.125,11.688,7.8,7.110978313
0.125,17.532,7.8,6.950207603
0.125,23.376,7.8,6.921545928
0.125,29.22,7.8,6.886627052
0.125,35.064,7.8,6.845104942
0.125,40.908,7.8,6.796905436
0.125,46.752,7.8,6.742086819
0.125,52.596,7.8,6.697021674
0.125,58.44,7.8,6.739517748
0.15,5.844,7.8,7.108991822
0.15,11.688,7.8,7.109845098
0.15,17.532,7.8,6.944420686
0.15,23.376,7.8,6.914378692
0.15,29.22,7.8,6.877934019
0.15,35.064,7.8,6.834815631
0.15,40.908,7.8,6.784986787
0.15,46.752,7.8,6.728527724
0.15,52.596,7.8,6.706123991
0.15,58.44,7.8,6.750401746
0.175,5.844,7.8,7.110426951
0.175,11.688,7.8,7.107983298
0.175,17.532,7.8,6.938339183
0.175,23.376,7.8,6.906867772
0.175,29.22,7.8,6.868868604
0.175,35.064,7.8,6.824134977
0.175,40.908,7.8,6.772663721
0.175,46.752,7.8,6.714555657
0.175,52.596,7.8,6.71563917
0.175,58.44,7.8,6.761643894
0.2,5.844,7.8,7.111234087
0.2,11.688,7.8,7.105376186
0.2,17.532,7.8,6.931948057
0.2,23.376,7.8,6.899003748
0.2,29.22,7.8,6.859423823
0.2,35.064,7.8,6.813057394
0.2,40.908,7.8,6.759931776
0.2,46.752,7.8,6.700167288
0.2,52.596,7.8,6.725552205
0.2,58.44,7.8,6.773228541
0.225,5.844,7.8,7.111376604
0.225,11.688,7.8,7.102007676
0.225,17.532,7.8,6.925233869
0.225,23.376,7.8,6.890777809
0.225,29.22,7.8,6.849592993
0.225,35.064,7.8,6.801577529
0.225,40.908,7.8,6.746786755
0.225,46.752,7.8,6.694254974
0.225,52.596,7.8,6.735847915
0.225,58.44,7.8,6.785139755
0.25,5.844,7.8,7.110825728
0.25,11.688,7.8,6.94770839
0.25,17.532,7.8,6.918184456
0.25,23.376,7.8,6.882181655
0.25,29.22,7.8,6.839369715
0.25,35.064,7.8,6.789690283
0.25,40.908,7.8,6.733224747
0.25,46.752,7.8,6.703165108
0.25,52.596,7.8,6.746510913
0.25,58.44,7.8,6.797361318
0.275,5.844,7.8,7.109557513
0.275,11.688,7.8,6.941747974
0.275,17.532,7.8,6.910788695
0.275,23.376,7.8,6.873207425
0.275,29.22,7.8,6.828747858
0.275,35.064,7.8,6.777390815
0.275,40.908,7.8,6.71924215
0.275,46.752,7.8,6.712483227
0.275,52.596,7.8,6.757525597
0.275,58.44,7.8,6.809876721
0.3,5.844,7.8,7.107550782
0.3,11.688,7.8,6.935479609
0.3,17.532,7.8,6.903036309
0.3,23.376,7.8,6.863847645
0.3,29.22,7.8,6.817721563
0.3,35.064,7.8,6.764674568
0.3,40.908,7.8,6.704835691
0.3,46.752,7.8,6.722194038
0.3,52.596,7.8,6.768876131
0.3,58.44,7.8,6.822669164
0.325,5.844,7.8,7.104785693
0.325,11.688,7.8,6.928888394
0.325,17.532,7.8,6.894917723
0.325,23.376,7.8,6.85409519
0.325,29.22,7.8,6.806285249
0.325,35.064,7.8,6.751537286
0.325,40.908,7.8,6.691564174
0.325,46.752,7.8,6.732282099
0.325,52.596,7.8,6.780546439
0.325,58.44,7.8,6.835721571
0.35,5.844,7.8,7.101242721
0.35,11.688,7.8,6.921960908
0.35,17.532,7.8,6.886423953
0.35,23.376,7.8,6.843943261
0.35,29.22,7.8,6.794433615
0.35,35.064,7.8,6.737975034
0.35,40.908,7.8,6.700287245
0.35,46.752,7.8,6.742731799
0.35,52.596,7.8,6.792520194
0.35,58.44,7.8,6.849016601
0.375,5.844,7.8,6.945114968
0.375,11.688,7.8,6.914684932
0.375,17.532,7.8,6.877546523
0.375,23.376,7.8,6.833385376
0.375,29.22,7.8,6.782161665
0.375,35.064,7.8,6.723984223
0.375,40.908,7.8,6.709413897
0.375,46.752,7.8,6.753527342
0.375,52.596,7.8,6.804780828
0.375,58.44,7.8,6.862536669
0.4,5.844,7.8,6.938971548
0.4,11.688,7.8,6.907049224
0.4,17.532,7.8,6.868277404
0.4,23.376,7.8,6.822415363
0.4,29.22,7.8,6.769464722
0.4,35.064,7.8,6.709561634
0.4,40.908,7.8,6.718928569
0.4,46.752,7.8,6.764652732
0.4,52.596,7.8,6.817311528
0.4,58.44,7.8,6.876263976
0.425,5.844,7.8,6.932506402
0.425,11.688,7.8,6.899043352
0.425,17.532,7.8,6.858608969
0.425,23.376,7.8,6.811027364
0.425,29.22,7.8,6.756338447
0.425,35.064,7.8,6.694704434
0.425,40.908,7.8,6.728815586
0.425,46.752,7.8,6.776091772
0.425,52.596,7.8,6.830095253
0.425,58.44,7.8,6.890180543
0.45,5.844,7.8,6.925704693
0.45,11.688,7.8,6.890657566
0.45,17.532,7.8,6.848533968
0.45,23.376,7.8,6.799215851
0.45,29.22,7.8,6.742778866
0.45,35.064,7.8,6.697487299
0.45,40.908,7.8,6.73905913
0.45,46.752,7.8,6.787828056
0.45,52.596,7.8,6.84311475
0.45,58.44,7.8,6.904268248
0.475,5.844,7.8,6.918552969
0.475,11.688,7.8,6.881882697
0.475,17.532,7.8,6.838045512
0.475,23.376,7.8,6.786975635
0.475,29.22,7.8,6.72878239
0.475,35.064,7.8,6.706427697
0.475,40.908,7.8,6.749643233
0.475,46.752,7.8,6.799844974
0.475,52.596,7.8,6.856352578
0.475,58.44,7.8,6.918508877
0.5,5.844,7.8,6.911038905
0.5,11.688,7.8,6.872710088
0.5,17.532,7.8,6.827137066
0.5,23.376,7.8,6.77430189
0.5,29.22,7.8,6.714345839
0.5,35.064,7.8,6.7157519
0.5,40.908,7.8,6.760551764
0.5,46.752,7.8,6.812125721
0.5,52.596,7.8,6.869791135
0.5,58.44,7.8,6.932884179
0.025,5.844,7.9,7.095189391
0.025,11.688,7.9,7.108725832
0.025,17.532,7.9,7.110057027
0.025,23.376,7.9,6.94684618
0.025,29.22,7.9,6.917653901
0.025,35.064,7.9,6.882273519
0.025,40.908,7.9,6.840422345
0.025,46.752,7.9,6.792049853
0.025,52.596,7.9,6.737214924
0.025,58.44,7.9,6.700006915
0.05,5.844,7.9,7.098545843
0.05,11.688,7.9,7.110298545
0.05,17.532,7.9,7.108234179
0.05,23.376,7.9,6.940781236
0.05,29.22,7.9,6.910188314
0.05,35.064,7.9,6.873284734
0.05,40.908,7.9,6.829854724
0.05,46.752,7.9,6.779880338
0.05,52.596,7.9,6.723438621
0.05,58.44,7.9,6.709465822
0.075,5.844,7.9,7.101845155
0.075,11.688,7.9,7.111197585
0.075,17.532,7.9,7.105624341
0.075,23.376,7.9,6.934407878
0.075,29.22,7.9,6.902371572
0.075,35.064,7.9,6.863921068
0.075,40.908,7.9,6.818897518
0.075,46.752,7.9,6.767311755
0.075,52.596,7.9,6.709257536
0.075,58.44,7.9,6.719362957
0.1,5.844,7.9,7.10484208
0.1,11.688,7.9,7.11138331
0.1,17.532,7.9,7.102214852
0.1,23.376,7.9,6.927712562
0.1,29.22,7.9,6.894195573
0.1,35.064,7.9,6.854176834
0.1,40.908,7.9,6.807546394
0.1,46.752,7.9,6.754340795
0.1,52.596,7.9,6.694669314
0.1,58.44,7.9,6.72968443
0.125,5.844,7.9,7.107379637
0.125,11.688,7.9,7.110826443
0.125,17.532,7.9,6.949468762
0.125,23.376,7.9,6.920683339
0.125,29.22,7.9,6.88565286
0.125,35.064,7.9,6.844046675
0.125,40.908,7.9,6.795797266
0.125,46.752,7.9,6.740964392
0.125,52.596,7.9,6.697702687
0.125,58.44,7.9,6.740416192
0.15,5.844,7.9,7.109353589
0.15,11.688,7.9,7.109504268
0.15,17.532,7.9,6.943499957
0.15,23.376,7.9,6.913309544
0.15,29.22,7.9,6.87673652
0.15,35.064,7.9,6.833525536
0.15,40.908,7.9,6.783646293
0.15,46.752,7.9,6.72717974
0.15,52.596,7.9,6.706997443
0.15,58.44,7.9,6.751543997
0.175,5.844,7.9,7.110692383
0.175,11.688,7.9,7.107398087
0.175,17.532,7.9,6.937224192
0.175,23.376,7.9,6.905581563
0.175,29.22,7.9,6.867440112
0.175,35.064,7.9,6.822608653
0.175,40.908,7.9,6.771089891
0.175,46.752,7.9,6.712984301
0.175,52.596,7.9,6.716725394
0.175,58.44,7.9,6.763053379
0.2,5.844,7.9,7.111345183
0.2,11.688,7.9,7.104491486
0.2,17.532,7.9,6.930626607
0.2,23.376,7.9,6.897490648
0.2,29.22,7.9,6.857757607
0.2,35.064,7.9,6.81129154
0.2,40.908,7.9,6.758124737
0.2,46.752,7.9,6.698375823
0.2,52.596,7.9,6.726872313
