TOT,NaCl,pH,pKa
0.325,52.596,6.7,6.714808025
0.325,58.44,6.7,6.75735096
0.35,5.844,6.7,7.106375369
0.35,11.688,6.7,7.111170532
0.35,17.532,6.7,7.099693394
0.35,23.376,6.7,6.91440109
0.35,29.22,6.7,6.875511065
0.35,35.064,6.7,6.82833915
0.35,40.908,6.7,6.772412472
0.35,46.752,6.7,6.707397122
0.35,52.596,6.7,6.719658341
0.35,58.44,6.7,6.762692489
0.375,5.844,6.7,7.107152569
0.375,11.688,6.7,7.110936252
0.375,17.532,6.7,6.9431572
0.375,23.376,6.7,6.911038214
0.375,29.22,6.7,6.871145739
0.375,35.064,6.7,6.822756559
0.375,40.908,6.7,6.765365714
0.375,46.752,6.7,6.698605416
0.375,52.596,6.7,6.72455002
0.375,58.44,6.7,6.768043516
0.4,5.844,6.7,7.107871396
0.4,11.688,6.7,7.110619768
0.4,17.532,6.7,6.940522342
0.4,23.376,6.7,6.90757128
0.4,29.22,6.7,6.866639989
0.4,35.064,6.7,6.816985278
0.4,40.908,6.7,6.758066178
0.4,46.752,6.7,6.691712851
0.4,52.596,6.7,6.729477969
0.4,58.44,6.7,6.773400127
0.425,5.844,6.7,7.108529436
0.425,11.688,6.7,7.110219633
0.425,17.532,6.7,6.937809379
0.425,23.376,6.7,6.903995724
0.425,29.22,6.7,6.861987103
0.425,35.064,6.7,6.811015289
0.425,40.908,6.7,6.750499154
0.425,46.752,6.7,6.696094676
0.425,52.596,6.7,6.734437327
0.425,58.44,6.7,6.778758644
0.45,5.844,6.7,7.109124519
0.45,11.688,6.7,7.109734303
0.45,17.532,6.7,6.93501478
0.45,23.376,6.7,6.900306699
0.45,29.22,6.7,6.857179875
0.45,35.064,6.7,6.804835762
0.45,40.908,6.7,6.742648684
0.45,46.752,6.7,6.700536496
0.45,52.596,6.7,6.739423459
0.45,58.44,6.7,6.784115615
0.475,5.844,6.7,7.109654673
0.475,11.688,6.7,7.109162119
0.475,17.532,6.7,6.932134857
0.475,23.376,6.7,6.896499042
0.475,29.22,6.7,6.852210556
0.475,35.064,6.7,6.798434972
0.475,40.908,6.7,6.734497424
0.475,46.752,6.7,6.705032819
0.475,52.596,6.7,6.744431958
0.475,58.44,6.7,6.789467809
0.5,5.844,6.7,7.110118074
0.5,11.688,6.7,7.108501298
0.5,17.532,6.7,6.929165747
0.5,23.376,6.7,6.892567248
0.5,29.22,6.7,6.847070797
0.5,35.064,6.7,6.791800205
0.5,40.908,6.7,6.726026495
0.5,46.752,6.7,6.709578359
0.5,52.596,6.7,6.749458645
0.5,58.44,6.7,6.794812211
0.025,5.844,6.8,7.093275208
0.025,11.688,6.8,7.107443403
0.025,17.532,6.8,7.110796459
0.025,23.376,6.8,6.949992548
0.025,29.22,6.8,6.921430138
0.025,35.064,6.8,6.886681487
0.025,40.908,6.8,6.845401785
0.025,46.752,6.8,6.797502531
0.025,52.596,6.8,6.74301667
0.025,58.44,6.8,6.696298546
0.05,5.844,6.8,7.09447486
0.05,11.688,6.8,7.108265668
0.05,17.532,6.8,7.110374177
0.05,23.376,6.8,6.947290169
0.05,29.22,6.8,6.917980604
0.05,35.064,6.8,6.882340187
0.05,40.908,6.8,6.84003793
0.05,46.752,6.8,6.790982985
0.05,52.596,6.8,6.735201703
0.05,58.44,6.8,6.701706062
0.075,5.844,6.8,7.095737368
0.075,11.688,6.8,7.108998475
0.075,17.532,6.8,7.109838719
0.075,23.376,6.8,6.94450747
0.075,29.22,6.8,6.914424512
0.075,35.064,6.8,6.877864319
0.075,40.908,6.8,6.834506443
0.075,46.752,6.8,6.784256106
0.075,52.596,6.8,6.72713254
0.075,58.44,6.8,6.707213603
0.1,5.844,6.8,7.097032339
0.1,11.688,6.8,7.109638757
0.1,17.532,6.8,7.109188432
0.1,23.376,6.8,6.941640751
0.1,29.22,6.8,6.910757577
0.1,35.064,6.8,6.873248311
0.1,40.908,6.8,6.828799923
0.1,46.752,6.8,6.777312184
0.1,52.596,6.8,6.718796802
0.1,58.44,6.8,6.712812425
0.125,5.844,6.8,7.09833555
0.125,11.688,6.8,7.110183841
0.125,17.532,6.8,7.108421506
0.125,23.376,6.8,6.938686219
0.125,29.22,6.8,6.906975292
0.125,35.064,6.8,6.868486248
0.125,40.908,6.8,6.822910478
0.125,46.752,6.8,6.770140853
0.125,52.596,6.8,6.710181295
0.125,58.44,6.8,6.718494011
0.15,5.844,6.8,7.099627565
0.15,11.688,6.8,7.11063135
0.15,17.532,6.8,7.107535952
0.15,23.376,6.8,6.935639969
0.15,29.22,6.8,6.903072911
0.15,35.064,6.8,6.863571839
0.15,40.908,6.8,6.816829685
0.15,46.752,6.8,6.762731041
0.15,52.596,6.8,6.701271944
0.15,58.44,6.8,6.724250095
0.175,5.844,6.8,7.100892683
0.175,11.688,6.8,7.11097912
0.175,17.532,6.8,7.106529584
0.175,23.376,6.8,6.932497965
0.175,29.22,6.8,6.899045424
0.175,35.064,6.8,6.85849839
0.175,40.908,6.8,6.810548546
0.175,46.752,6.8,6.755070908
0.175,52.596,6.8,6.69205374
0.175,58.44,6.8,6.730072676
0.2,5.844,6.8,7.102118139
0.2,11.688,6.8,7.111225134
0.2,17.532,6.8,7.10539999
0.2,23.376,6.8,6.929256018
0.2,29.22,6.8,6.894887532
0.2,35.064,6.8,6.853258761
0.2,40.908,6.8,6.804057435
0.2,46.752,6.8,6.747147786
0.2,52.596,6.8,6.695524679
0.2,58.44,6.8,6.735954044
0.225,5.844,6.8,7.103293484
0.225,11.688,6.8,7.11136746
0.225,17.532,6.8,7.104144511
0.225,23.376,6.8,6.925909766
0.225,29.22,6.8,6.890593618
0.225,35.064,6.8,6.847845332
0.225,40.908,6.8,6.797346046
0.225,46.752,6.8,6.738948113
0.225,52.596,6.8,6.700711351
0.225,58.44,6.8,6.741886781
0.25,5.844,6.8,7.104410097
0.25,11.688,6.8,7.111404203
0.25,17.532,6.8,7.102760219
0.25,23.376,6.8,6.922454649
0.25,29.22,6.8,6.886157716
0.25,35.064,6.8,6.842249956
0.25,40.908,6.8,6.790403333
0.25,46.752,6.8,6.730457361
0.25,52.596,6.8,6.705986007
0.25,58.44,6.8,6.747863781
0.275,5.844,6.8,7.105460814
0.275,11.688,6.8,7.111333462
0.275,17.532,6.8,7.101243884
0.275,23.376,6.8,6.918885887
0.275,29.22,6.8,6.881573482
0.275,35.064,6.8,6.836463913
0.275,40.908,6.8,6.783217445
0.275,46.752,6.8,6.721659955
0.275,52.596,6.8,6.711340704
0.275,58.44,6.8,6.753878252
0.3,5.844,6.8,7.10643962
0.3,11.688,6.8,7.111153292
0.3,17.532,6.8,6.946189118
0.3,23.376,6.8,6.915198454
0.3,29.22,6.8,6.876834154
0.3,35.064,6.8,6.830477858
0.3,40.908,6.8,6.775775652
0.3,46.752,6.8,6.712539199
0.3,52.596,6.8,6.716767752
0.3,58.44,6.8,6.759923724
0.325,5.844,6.8,7.107341416
0.325,11.688,6.8,7.110861667
0.325,17.532,6.8,6.943265887
0.325,23.376,6.8,6.911387048
0.325,29.22,6.8,6.871932515
0.325,35.064,6.8,6.824281759
0.325,40.908,6.8,6.768064271
0.325,46.752,6.8,6.703077179
0.325,52.596,6.8,6.722259727
0.325,58.44,6.8,6.765994047
0.35,5.844,6.8,7.108161821
0.35,11.688,6.8,7.110456449
0.35,17.532,6.8,6.940247607
0.35,23.376,6.8,6.907446066
0.35,29.22,6.8,6.866860847
0.35,35.064,6.8,6.817864838
0.35,40.908,6.8,6.760068577
0.35,46.752,6.8,6.693254677
0.35,52.596,6.8,6.72780948
0.35,58.44,6.8,6.772083397
0.375,5.844,6.8,7.10889702
0.375,11.688,6.8,7.109935356
0.375,17.532,6.8,6.937129605
0.375,23.376,6.8,6.903369565
0.375,29.22,6.8,6.861610883
0.375,35.064,6.8,6.811215494
0.375,40.908,6.8,6.751772712
0.375,46.752,6.8,6.694808302
0.375,52.596,6.8,6.733410151
0.375,58.44,6.8,6.778186267
0.4,5.844,6.8,7.109543632
0.4,11.688,6.8,7.109295936
0.4,17.532,6.8,6.933907027
0.4,23.376,6.8,6.899151234
0.4,29.22,6.8,6.856173754
0.4,35.064,6.8,6.804321229
0.4,40.908,6.8,6.743159581
0.4,46.752,6.8,6.699792939
0.4,52.596,6.8,6.739055168
0.4,58.44,6.8,6.784297472
0.425,5.844,6.8,7.110098611
0.425,11.688,6.8,7.108535531
0.425,17.532,6.8,6.930574814
0.425,23.376,6.8,6.894784349
0.425,29.22,6.8,6.850539929
0.425,35.064,6.8,6.797168557
0.425,40.908,6.8,6.734210742
0.425,46.752,6.8,6.70485535
0.425,52.596,6.8,6.744738258
0.425,58.44,6.8,6.790412135
0.45,5.844,6.8,7.110559149
0.45,11.688,6.8,7.107651255
0.45,17.532,6.8,6.927127664
0.45,23.376,6.8,6.890261735
0.45,29.22,6.8,6.84469915
0.45,35.064,6.8,6.789742909
0.45,40.908,6.8,6.724906288
0.45,46.752,6.8,6.709988316
0.45,52.596,6.8,6.750453445
0.45,58.44,6.8,6.796525686
0.475,5.844,6.8,7.11092261
0.475,11.688,6.8,7.106639955
0.475,17.532,6.8,6.923560006
0.475,23.376,6.8,6.885575714
0.475,29.22,6.8,6.838640352
0.475,35.064,6.8,6.782028523
0.475,40.908,6.8,6.715224719
0.475,46.752,6.8,6.715184881
0.475,52.596,6.8,6.75619505
0.475,58.44,6.8,6.802633854
0.5,5.844,6.8,7.111186463
0.5,11.688,6.8,7.105498182
0.5,17.532,6.8,6.919865966
0.5,23.376,6.8,6.880718058
0.5,29.22,6.8,6.832351589
0.5,35.064,6.8,6.774008329
0.5,40.908,6.8,6.705142802
0.5,46.752,6.8,6.72043836
0.5,52.596,6.8,6.761957691
0.5,58.44,6.8,6.808732654
0.025,5.844,6.9,7.093458914
0.025,11.688,6.9,7.107580689
0.025,17.532,6.9,7.110736331
0.025,23.376,6.9,6.949627333
0.025,29.22,6.9,6.920978747
0.025,35.064,6.9,6.886135716
0.025,40.908,6.9,6.844760164
0.025,46.752,6.9,6.796768525
0.025,52.596,6.9,6.742198447
0.025,58.44,6.9,6.696833047
0.05,5.844,6.9,7.094868676
0.05,11.688,6.9,7.108509992
0.05,17.532,6.9,7.110215017
0.05,23.376,6.9,6.94653921
0.05,29.22,6.9,6.917052291
0.05,35.064,6.9,6.881219267
0.05,40.908,6.9,6.838722153
0.05,46.752,6.9,6.78948014
0.05,52.596,6.9,6.733529469
0.05,58.44,6.9,6.702806051
0.075,5.844,6.9,7.09634968
0.075,11.688,6.9,7.109317667
0.075,17.532,6.9,7.10954082
0.075,23.376,6.9,6.943348908
0.075,29.22,6.9,6.912992496
0.075,35.064,6.9,6.876137538
0.075,40.908,6.9,6.832482555
0.075,46.752,6.9,6.781948185
0.075,52.596,6.9,6.724569336
0.075,58.44,6.9,6.708908026
0.1,5.844,6.9,7.097858696
0.1,11.688,6.9,7.109999088
0.1,17.532,6.9,7.108711202
0.1,23.376,6.9,6.940051391
0.1,29.22,6.9,6.908793771
0.1,35.064,6.9,6.870883548
0.1,40.908,6.9,6.826032469
0.1,46.752,6.9,6.774161499
0.1,52.596,6.9,6.715304508
0.1,58.44,6.9,6.715128172
0.125,5.844,6.9,7.099362283
0.125,11.688,6.9,7.110550271
0.125,17.532,6.9,7.107723362
0.125,23.376,6.9,6.936641516
0.125,29.22,6.9,6.904450242
0.125,35.064,6.9,6.86544989
0.125,40.908,6.9,6.819362428
0.125,46.752,6.9,6.76610822
0.125,52.596,6.9,6.705720658
0.125,58.44,6.9,6.721455917
0.15,5.844,6.9,7.10083433
0.15,11.688,6.9,7.110967698
0.15,17.532,6.9,7.106574197
0.15,23.376,6.9,6.933114003
0.15,29.22,6.9,6.89995573
0.15,35.064,6.9,6.859828695
0.15,40.908,6.9,6.812462352
0.15,46.752,6.9,6.757775736
0.15,52.596,6.9,6.695802627
0.15,58.44,6.9,6.727880945
0.175,5.844,6.9,7.10225427
0.175,11.688,6.9,7.111248162
0.175,17.532,6.9,7.105260262
0.175,23.376,6.9,6.929463399
0.175,29.22,6.9,6.895303708
0.175,35.064,6.9,6.854011594
0.175,40.908,6.9,6.805321498
0.175,46.752,6.9,6.749150637
0.175,52.596,6.9,6.693962591
0.175,58.44,6.9,6.734393229
0.2,5.844,6.9,7.10360575
0.2,11.688,6.9,7.111388646
0.2,17.532,6.9,7.10377772
0.2,23.376,6.9,6.92568405
0.2,29.22,6.9,6.890487275
0.2,35.064,6.9,6.847989675
0.2,40.908,6.9,6.797928418
0.2,46.752,6.9,6.740218665
0.2,52.596,6.9,6.699671821
0.2,58.44,6.9,6.740983056
0.225,5.844,6.9,7.104875642
0.225,11.688,6.9,7.111386223
0.225,17.532,6.9,7.102122301
0.225,23.376,6.9,6.921770069
0.225,29.22,6.9,6.885499117
0.225,35.064,6.9,6.841753436
0.225,40.908,6.9,6.790270895
0.225,46.752,6.9,6.730964664
0.225,52.596,6.9,6.705500083
0.225,58.44,6.9,6.747641047
0.25,5.844,6.9,7.106053295
0.25,11.688,6.9,7.111237967
0.25,17.532,6.9,7.100289252
0.25,23.376,6.9,6.9177153
0.25,29.22,6.9,6.880331465
0.25,35.064,6.9,6.835292735
0.25,40.908,6.9,6.782335894
0.25,46.752,6.9,6.721372521
0.25,52.596,6.9,6.711437283
0.25,58.44,6.9,6.754358181
0.275,5.844,6.9,7.107129957
0.275,11.688,6.9,7.110940877
0.275,17.532,6.9,6.94474673
0.275,23.376,6.9,6.913513283
0.275,29.22,6.9,6.874976055
0.275,35.064,6.9,6.828596736
0.275,40.908,6.9,6.774109493
0.275,46.752,6.9,6.71142512
0.275,52.596,6.9,6.717473589
0.275,58.44,6.9,6.761125804
0.3,5.844,6.9,7.10809833
0.3,11.688,6.9,7.110491813
0.3,17.532,6.9,6.941383274
0.3,23.376,6.9,6.909157216
0.3,29.22,6.9,6.869424081
0.3,35.064,6.9,6.821653851
0.3,40.908,6.9,6.765576826
0.3,46.752,6.9,6.701104288
0.3,52.596,6.9,6.723599454
0.3,58.44,6.9,6.767935644
0.325,5.844,6.9,7.108952226
0.325,11.688,6.9,7.109887432
0.325,17.532,6.9,6.937898588
0.325,23.376,6.9,6.904639918
0.325,29.22,6.9,6.863666142
0.325,35.064,6.9,6.814451678
0.325,40.908,6.9,6.75672201
0.325,46.752,6.9,6.691302158
0.325,52.596,6.9,6.729805638
0.325,58.44,6.9,6.77477982
0.35,5.844,6.9,7.109686291
0.35,11.688,6.9,7.109124129
0.35,17.532,6.9,6.934286415
0.35,23.376,6.9,6.899953784
0.35,29.22,6.9,6.857692188
0.35,35.064,6.9,6.806976926
0.35,40.908,6.9,6.747528075
0.35,46.752,6.9,6.69677233
0.35,52.596,6.9,6.736083221
0.35,58.44,6.9,6.781650841
0.375,5.844,6.9,7.110295781
0.375,11.688,6.9,7.108197986
0.375,17.532,6.9,6.930540267
0.375,23.376,6.9,6.895090737
0.375,29.22,6.9,6.851491462
0.375,35.064,6.9,6.799215349
0.375,40.908,6.9,6.737976893
0.375,46.752,6.9,6.702352979
0.375,52.596,6.9,6.742423624
0.375,58.44,6.9,6.788541617
0.4,5.844,6.9,7.110776391
0.4,11.688,6.9,7.107104709
0.4,17.532,6.9,6.926653382
0.4,23.376,6.9,6.890042184
0.4,29.22,6.9,6.845052429
0.4,35.064,6.9,6.791151662
0.4,40.908,6.9,6.728049104
0.4,46.752,6.9,6.70803464
0.4,52.596,6.9,6.748818619
0.4,58.44,6.9,6.79544545
0.425,5.844,6.9,7.111124104
0.425,11.688,6.9,7.105839573
0.425,17.532,6.9,6.92261868
0.425,23.376,6.9,6.884798955
0.425,29.22,6.9,6.83836271
0.425,35.064,6.9,6.782769454
0.425,40.908,6.9,6.71772404
0.425,46.752,6.9,6.713808135
0.425,52.596,6.9,6.755260332
0.425,58.44,6.9,6.802356038
0.45,5.844,6.9,7.111335067
0.45,11.688,6.9,7.104397363
0.45,17.532,6.9,6.918428713
0.45,23.376,6.9,6.879351249
0.45,29.22,6.9,6.831408997
0.45,35.064,6.9,6.7740511
0.45,40.908,6.9,6.706979654
0.45,46.752,6.9,6.719664588
0.45,52.596,6.9,6.761741257
0.45,58.44,6.9,6.809267465
0.475,5.844,6.9,7.111405494
0.475,11.688,6.9,7.102772303
0.475,17.532,6.9,6.914075623
0.475,23.376,6.9,6.873688565
0.475,29.22,6.9,6.824176971
0.475,35.064,6.9,6.764977664
0.475,40.908,6.9,6.695792457
0.475,46.752,6.9,6.725595437
0.475,52.596,6.9,6.768254252
0.475,58.44,6.9,6.816174195
0.5,5.844,6.9,7.111331566
0.5,11.688,6.9,7.100957987
0.5,17.532,6.9,6.909551082
0.5,23.376,6.9,6.867799633
0.5,29.22,6.9,6.816651205
0.5,35.064,6.9,6.755528796
0.5,40.908,6.9,6.694079424
0.5,46.752,6.9,6.731592451
0.5,52.596,6.9,6.774792547
0.5,58.44,6.9,6.823071063
0.025,5.844,7,7.093654679
0.025,11.688,7,7.107723202
0.025,17.532,7,7.11066972
0.025,23.376,7,6.949256168
0.025,29.22,7,6.920523545
0.025,35.064,7,6.885590617
0.025,40.908,7,6.844126594
0.025,46.752,7,6.79605314
0.025,52.596,7,6.741412545
0.025,58.44,7,6.697341932
0.05,5.844,7,7.095288867
0.05,11.688,7,7.10875794
0.05,17.532,7,7.110034351
0.05,23.376,7,6.945774245
0.05,29.22,7,6.916114465
0.05,35.064,7,6.880098545
0.05,40.908,7,6.837422549
0.05,46.752,7,6.78801626
0.05,52.596,7,6.731925599
0.05,58.44,7,6.703858315
0.075,5.844,7,7.096999659
0.075,11.688,7,7.109631331
0.075,17.532,7,7.109197588
0.075,23.376,7,6.942165997
0.075,29.22,7,6.911543338
0.075,35.064,7,6.874409439
0.075,40.908,7,6.830483301
0.075,46.752,7,6.779701771
0.075,52.596,7,6.722114945
0.075,58.44,7,6.710536269
0.1,5.844,7,7.098727935
0.1,11.688,7,7.110336645
0.1,17.532,7,7.108155714
0.1,23.376,7,6.938424902
0.1,29.22,7,6.906803257
0.1,35.064,7,6.86851504
0.1,40.908,7,6.82329877
0.1,46.752,7,6.771097603
0.1,52.596,7,6.711966655
0.1,58.44,7,6.717363053
0.125,5.844,7,7.100429284
0.125,11.688,7,7.110868165
0.125,17.532,7,7.106904612
0.125,23.376,7,6.934544336
0.125,29.22,7,6.901886989
0.125,35.064,7,6.862406613
0.125,40.908,7,6.815858283
0.125,46.752,7,6.762191014
0.125,52.596,7,6.701466138
0.125,58.44,7,6.724326114
0.15,5.844,7,7.102069939
0.15,11.688,7,7.111220858
0.15,17.532,7,7.105439683
0.15,23.376,7,6.930517532
0.15,29.22,7,6.896786942
0.15,35.064,7,6.856074913
0.15,40.908,7,6.808150532
0.15,46.752,7,6.752968565
0.15,52.596,7,6.691221182
0.15,58.44,7,6.731413131
0.175,5.844,7,7.103623915
0.175,11.688,7,7.111390129
0.175,17.532,7,7.103755779
0.175,23.376,7,6.926337527
0.175,29.22,7,6.891495126
0.175,35.064,7,6.849510138
0.175,40.908,7,6.80016354
0.175,46.752,7,6.743416087
0.175,52.596,7,6.697388686
0.175,58.44,7,6.738612058
0.2,5.844,7,7.105070973
0.2,11.688,7,7.11137161
0.2,17.532,7,7.101847122
0.2,23.376,7,6.921997127
0.2,29.22,7,6.886003109
0.2,35.064,7,6.842701891
0.2,40.908,7,6.791884616
0.2,46.752,7,6.733518657
0.2,52.596,7,6.703713408
0.2,58.44,7,6.745911153
0.225,5.844,7,7.106395132
0.225,11.688,7,7.111160997
0.225,17.532,7,7.099707225
0.225,23.376,7,6.917488854
0.225,29.22,7,6.88030198
0.225,35.064,7,6.835639135
0.225,40.908,7,6.783300315
0.225,46.752,7,6.723260575
0.225,52.596,7,6.710183141
0.225,58.44,7,6.753299019
0.25,5.844,7,7.107583574
0.25,11.688,7,7.110753903
0.25,17.532,7,6.944045687
0.25,23.376,7,6.912804909
0.25,29.22,7,6.874382301
0.25,35.064,7,6.828310145
0.25,40.908,7,6.774396399
0.25,46.752,7,6.712625345
0.25,52.596,7,6.716785899
0.25,58.44,7,6.760764628
0.275,5.844,7,7.108625828
0.275,11.688,7,7.110145741
0.275,17.532,7,6.940259855
0.275,23.376,7,6.907937119
0.275,29.22,7,6.868234058
0.275,35.064,7,6.82070246
0.275,40.908,7,6.765157795
0.275,46.752,7,6.701595661
0.275,52.596,7,6.723509955
0.275,58.44,7,6.76829735
0.3,5.844,7,7.109513148
0.3,11.688,7,7.109331608
0.3,17.532,7,6.936325789
0.3,23.376,7,6.902876894
0.3,29.22,7,6.861846614
0.3,35.064,7,6.812802828
0.3,40.908,7,6.755568555
0.3,46.752,7,6.691430721
0.3,52.596,7,6.730343874
0.3,58.44,7,6.775886971
0.325,5.844,7,7.110238036
0.325,11.688,7,7.108306185
0.325,17.532,7,6.932235616
0.325,23.376,7,6.897615176
0.325,29.22,7,6.855208656
0.325,35.064,7,6.80459716
0.325,40.908,7,6.745611822
0.325,46.752,7,6.697432841
0.325,52.596,7,6.73727654
0.325,58.44,7,6.78352371
0.35,5.844,7,7.11079387
0.35,11.688,7,7.107063642
0.35,17.532,7,6.927981214
0.35,23.376,7,6.892142386
0.35,29.22,7,6.848308134
0.35,35.064,7,6.796070469
0.35,40.908,7,6.735269797
0.35,46.752,7,6.703576953
0.35,52.596,7,6.744297186
0.35,58.44,7,6.791198235
0.375,5.844,7,7.11117461
0.375,11.688,7,7.105597532
0.375,17.532,7,6.923554153
0.375,23.376,7,6.886448369
0.375,29.22,7,6.841132205
0.375,35.064,7,6.787206819
0.375,40.908,7,6.72452371
0.375,46.752,7,6.709851534
0.375,52.596,7,6.751395412
0.375,58.44,7,6.798901671
0.4,5.844,7,7.111374555
0.4,11.688,7,7.103900698
0.4,17.532,7,6.918945639
0.4,23.376,7,6.880522335
0.4,29.22,7,6.833667169
0.4,35.064,7,6.777989267
0.4,40.908,7,6.713353808
0.4,46.752,7,6.716245345
0.4,52.596,7,6.758561208
0.4,58.44,7,6.806625603
0.425,5.844,7,7.111388151
0.425,11.688,7,7.101965159
0.425,17.532,7,6.914146455
0.425,23.376,7,6.874352801
0.425,29.22,7,6.825898402
0.425,35.064,7,6.768399811
0.425,40.908,7,6.701739341
0.425,46.752,7,6.722747452
0.425,52.596,7,6.765784967
0.425,58.44,7,6.814362085
0.45,5.844,7,7.111209818
0.45,11.688,7,7.099781997
0.45,17.532,7,6.909146901
0.45,23.376,7,6.867927516
0.45,29.22,7,6.817810285
0.45,35.064,7,6.758419336
0.45,40.908,7,6.691629489
0.45,46.752,7,6.729347256
0.45,52.596,7,6.773057499
0.45,58.44,7,6.822103631
0.475,5.844,7,7.110833804
0.475,11.688,7,6.938191297
0.475,17.532,7,6.903936728
0.475,23.376,7,6.861233398
0.475,29.22,7,6.809386132
0.475,35.064,7,6.74802757
0.475,40.908,7,6.697474609
0.475,46.752,7,6.736034506
0.475,52.596,7,6.780370037
0.475,58.44,7,6.829843218
0.5,5.844,7,7.110254054
0.5,11.688,7,6.934040164
0.5,17.532,7,6.898505072
0.5,23.376,7,6.854256452
0.5,29.22,7,6.800608114
0.5,35.064,7,6.737203041
0.5,40.908,7,6.703448224
0.5,46.752,7,6.742799321
0.5,52.596,7,6.787714246
0.5,58.44,7,6.837574277
0.025,5.844,7.1,7.093857919
0.025,11.688,7.1,7.107867266
0.025,17.532,7.1,7.110597803
0.025,23.376,7.1,6.948888879
0.025,29.22,7.1,6.920076603
0.025,35.064,7.1,6.885060532
0.025,40.908,7.1,6.843517354
0.025,46.752,7.1,6.795373914
0.025,52.596,7.1,6.740676735
0.025,58.44,7.1,6.697814867
0.05,5.844,7.1,7.095725004
0.05,11.688,7.1,7.109002305
0.05,17.532,7.1,7.109834847
0.05,23.376,7.1,6.94501575
0.05,29.22,7.1,6.915192388
0.05,35.064,7.1,6.879008074
0.05,40.908,7.1,6.836173205
0.05,46.752,7.1,6.786627949
0.05,52.596,7.1,6.730426918
0.05,58.44,7.1,6.704840981
0.075,5.844,7.1,7.097669738
0.075,11.688,7.1,7.109928777
0.075,17.532,7.1,7.108813499
0.075,23.376,7.1,6.940990783
0.075,29.22,7.1,6.910116745
0.075,35.064,7.1,6.872727303
0.075,40.908,7.1,6.828562257
0.075,46.752,7.1,6.777574174
0.075,52.596,7.1,6.719826562
0.075,58.44,7.1,6.71206388
0.1,5.844,7.1,7.099614294
0.1,11.688,7.1,7.110637269
0.1,17.532,7.1,7.107528595
0.1,23.376,7.1,6.936805923
0.1,29.22,7.1,6.904841571
0.1,35.064,7.1,6.866208978
0.1,40.908,7.1,6.820673725
0.1,46.752,7.1,6.768200258
0.1,52.596,7.1,6.708862128
0.1,58.44,7.1,6.719469168
0.125,5.844,7.1,7.101501823
0.125,11.688,7.1,7.111119872
0.125,17.532,7.1,7.105974396
0.125,23.376,7.1,6.932453063
0.125,29.22,7.1,6.899358439
0.125,35.064,7.1,6.859443381
0.125,40.908,7.1,6.812496271
0.125,46.752,7.1,6.758493311
0.125,52.596,7.1,6.697519607
0.125,58.44,7.1,6.727042567
0.15,5.844,7.1,7.103290153
0.15,11.688,7.1,7.111369662
0.15,17.532,7.1,7.104144467
0.15,23.376,7.1,6.927923973
0.15,29.22,7.1,6.893658546
0.15,35.064,7.1,6.852420281
0.15,40.908,7.1,6.804017974
0.15,46.752,7.1,6.748439871
0.15,52.596,7.1,6.693902042
0.15,58.44,7.1,6.734769968
0.175,5.844,7.1,7.104947518
0.175,11.688,7.1,7.111380289
0.175,17.532,7.1,7.102031555
0.175,23.376,7.1,6.92321025
0.175,29.22,7.1,6.887732679
0.175,35.064,7.1,6.845128904
0.175,40.908,7.1,6.795226309
0.175,46.752,7.1,6.738025903
0.175,52.596,7.1,6.700637435
0.175,58.44,7.1,6.742637479
0.2,5.844,7.1,7.1064496
0.2,11.688,7.1,7.111145666
0.2,17.532,7.1,6.948202904
0.2,23.376,7.1,6.918303251
0.2,29.22,7.1,6.881571168
0.2,35.064,7.1,6.837557894
0.2,40.908,7.1,6.786108122
0.2,46.752,7.1,6.727236801
0.2,52.596,7.1,6.707560452
0.2,58.44,7.1,6.750631472
0.225,5.844,7.1,7.10777744
0.225,11.688,7.1,7.110659702
0.225,17.532,7.1,6.944200153
0.225,23.376,7.1,6.913194047
0.225,29.22,7.1,6.875163847
0.225,35.064,7.1,6.82969528
0.225,40.908,7.1,6.776649618
0.225,46.752,7.1,6.716057402
0.225,52.596,7.1,6.714657197
0.225,58.44,7.1,6.758738625
0.25,5.844,7.1,7.108915926
0.25,11.688,7.1,7.109916087
0.25,17.532,7.1,6.940032493
0.25,23.376,7.1,6.907873364
0.25,29.22,7.1,6.868500009
0.25,35.064,7.1,6.821528443
0.25,40.908,7.1,6.766836341
0.25,46.752,7.1,6.704471999
0.25,52.596,7.1,6.72191396
0.25,58.44,7.1,6.766945961
0.275,5.844,7.1,7.109852697
0.275,11.688,7.1,7.108908106
0.275,17.532,7.1,6.935690674
0.275,23.376,7.1,6.902331531
0.275,29.22,7.1,6.861568361
0.275,35.064,7.1,6.813044086
0.275,40.908,7.1,6.756653165
0.275,46.752,7.1,6.692464378
0.275,52.596,7.1,6.729317251
0.275,58.44,7.1,6.775240887
0.3,5.844,7.1,7.11057732
0.3,11.688,7.1,7.107628467
0.3,17.532,7.1,6.931165314
0.3,23.376,7.1,6.896558427
0.3,29.22,7.1,6.854356984
0.3,35.064,7.1,6.804228195
0.3,40.908,7.1,6.746084295
0.3,46.752,7.1,6.69670453
0.3,52.596,7.1,6.736853846
0.3,58.44,7.1,6.783611226
0.325,5.844,7.1,7.111080663
0.325,11.688,7.1,7.106069144
0.325,17.532,7.1,6.926446825
0.325,23.376,7.1,6.890543429
0.325,29.22,7.1,6.846853285
0.325,35.064,7.1,6.795066022
0.325,40.908,7.1,6.735113266
